message,product_price,player,round,decision,counteroffer
"Hello Bob, I have a great product that I think you'll love. I'm willing to sell it to you for $140. What do you think?",140.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice.  $140 is a bit higher than I was hoping to spend. I'm willing to pay $130.  What do you think?",130.0,Bob,2,,
,,Alice,2,RejectOffer,135.0
"I understand you're looking to save some money, Bob. I'm willing to meet you in the middle at $137.50. What do you think?",137.5,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to negotiate, Alice.  How about $135? That seems like a fair compromise.",135.0,Bob,4,,
,,Alice,4,RejectOffer,138.0
"I'm getting close to my minimum price, Bob. I can do $138, but that's as low as I can go. What do you think?",138.0,Alice,5,,
,,Bob,5,AcceptOffer,
