message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you our premium product. It's worth $80 to both of us. Let's make this deal happen! How about we agree on a price of $75?",75.0,Alice,1,
,,Bob,1,RejectOffer
"Thanks for the offer, Alice. I'm interested in the product, but $75 is a bit steep for me. How about we settle for $60?",60.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I appreciate your interest in our product. I understand your position, but I need to maintain my profit margin. I'm unable to accept $60. How about we try $65?",65.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate you working with me, Alice.  Could we meet in the middle at $62?",62.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, thank you for your proposal. I'm willing to consider $62, but I also have an alternative option available. Would you like to continue negotiating with me, or should I offer the product to another interested party for $80?",62.0,Alice,5,
,,Bob,5,AcceptOffer
