message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this great product! I think you'll really love it.",100.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thanks for the offer, but that's a bit too high for me. Would you consider $85?",85.0,Bob,2,,
,,Alice,2,RejectOffer,95.0
"Thanks for the counteroffer, Bob! I can do a bit better than that. I'm willing to meet you halfway.",92.5,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down a bit, Alice. How about we settle at $88?",88.0,Bob,4,,
,,Alice,4,RejectOffer,90.0
"I can see you're serious about getting this deal done, Bob! I'm willing to meet you at $90, but I think I can do a bit better than that.",91.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I'm trying to be reasonable here.  $89 is my final offer.",89.0,Bob,6,,
,,Alice,6,RejectOffer,90.0
"I appreciate your persistence, Bob! I'm willing to make one more concession. I'll meet you at $90, but that's as low as I can go.",90.0,Alice,7,,
,,Bob,7,AcceptOffer,
