message,product_price,player,round,decision,counteroffer
"Hello Bob, I have a great product that I think you'll really like. Would you like to make an offer for it?",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thanks for offering!  That price is a bit high for me, would you consider $80?",80.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're looking for a better deal, but I'm not willing to go as low as $80. I can meet you halfway at $105, but that's as low as I can go",105.0,Alice,3,,
,,Bob,3,RejectOffer,
I appreciate you working with me Alice.  How about $90?,90.0,Bob,4,,
,,Alice,4,RejectOffer,95.0
"I'm getting close to my minimum price, but I can still do a bit better. How about $98?",98.0,Alice,5,,
,,Bob,5,AcceptOffer,
