alice_gain,bob_gain,player,round,decision
990000.0,10000.0,Alice,1,
,,Bob,1,reject
10000.0,990000.0,Bob,2,
,,Alice,2,reject
940000.0,60000.0,Alice,3,
,,Bob,3,reject
60000.0,940000.0,Bob,4,
,,Alice,4,reject
885000.0,115000.0,Alice,5,
,,Bob,5,reject
115000.0,885000.0,Bob,6,
,,Alice,6,reject
830000.0,170000.0,Alice,7,
,,Bob,7,reject
170000.0,830000.0,Bob,8,
,,Alice,8,reject
775000.0,225000.0,Alice,9,
,,Bob,9,reject
225000.0,775000.0,Bob,10,
,,Alice,10,reject
720000.0,280000.0,Alice,11,
,,Bob,11,accept
