message,product_price,player,round,decision,new_offer
I'm excited to offer you this great product at a competitive price. I think you'll really love it!,180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice, but that price is a little high for me.  Would you consider $100?",100.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I can do better than that, Bob. I'm willing to meet you halfway, but I need to make a profit. How about $140?",140.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down, Alice.  How about we settle at $110? That's a fair deal.",110.0,Bob,4,,
,,Alice,4,RejectOffer,130.0
"I'm getting close to my minimum price, Bob. I can offer you a deal at $125, but that's as low as I can go.",125.0,Alice,5,,
,,Bob,5,BuyFromJhon,
