alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,Let's split it 50/50 to start. Your turn!,Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"I'll give you 400k, but I think I deserve more since I'm the one making the offer this time",Bob,2,
,,,Alice,2,reject
420000.0,580000.0,"You said you deserved more, so I'll give you a slightly bigger share. But I'm not getting taken advantage of!",Alice,3,
,,,Bob,3,reject
300000.0,700000.0,"I'm not giving up yet! I'll give you 300k, but I think I deserve more since I'm the one making the offer this time",Bob,4,
,,,Alice,4,reject
480000.0,520000.0,"You're not giving up, but I'm not giving you a free pass either. I'm taking a slightly larger share this time.",Alice,5,
,,,Bob,5,reject
200000.0,800000.0,"I'm not backing down! I'll give you 200k, but I think I deserve more since I'm the one making the offer this time",Bob,6,
,,,Alice,6,reject
550000.0,450000.0,"I'm not getting any younger, and the money's not getting any more valuable. Time to take control!",Alice,7,
,,,Bob,7,reject
100000.0,900000.0,"I'm not giving up yet! I'll give you a tiny share, but I think I deserve more since I'm the one making the offer this time",Bob,8,
,,,Alice,8,accept
