product_price,player,round,decision
75.0,Alice,1,
,Bob,1,RejectOffer
70.0,Bob,2,
,Alice,2,RejectOffer
72.0,Alice,3,
,Bob,3,RejectOffer
68.0,Bob,4,
,Alice,4,RejectOffer
70.0,Alice,5,
,Bob,5,RejectOffer
67.0,Bob,6,
,Alice,6,RejectOffer
69.0,Alice,7,
,Bob,7,RejectOffer
66.0,Bob,8,
,Alice,8,RejectOffer
67.0,Alice,9,
,Bob,9,RejectOffer
65.0,Bob,10,
,Alice,10,RejectOffer
66.0,Alice,11,
,Bob,11,RejectOffer
64.0,Bob,12,
,Alice,12,RejectOffer
65.0,Alice,13,
,Bob,13,RejectOffer
63.0,Bob,14,
,Alice,14,RejectOffer
64.0,Alice,15,
,Bob,15,RejectOffer
62.0,Bob,16,
,Alice,16,RejectOffer
63.0,Alice,17,
,Bob,17,RejectOffer
61.0,Bob,18,
,Alice,18,RejectOffer
62.0,Alice,19,
,Bob,19,RejectOffer
60.0,Bob,20,
,Alice,20,RejectOffer
61.0,Alice,21,
,Bob,21,RejectOffer
59.0,Bob,22,
,Alice,22,RejectOffer
60.0,Alice,23,
,Bob,23,RejectOffer
58.0,Bob,24,
,Alice,24,RejectOffer
59.0,Alice,25,
,Bob,25,RejectOffer
57.0,Bob,26,
,Alice,26,RejectOffer
58.0,Alice,27,
,Bob,27,RejectOffer
56.0,Bob,28,
,Alice,28,RejectOffer
57.0,Alice,29,
,Bob,29,RejectOffer
55.0,Bob,30,
,Alice,30,SellToJhon
