alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's be fair, I'll take a bit more",Alice,1,
,,,Bob,1,reject
45.0,55.0,"I understand you want a larger share, but let's find a compromise. This offer is fair considering the decreasing value.",Bob,2,
,,,Alice,2,reject
57.0,43.0,"Considering the inflation, I'm being generous with this offer.",Alice,3,
,,,Bob,3,reject
42.0,58.0,The value is decreasing quickly for both of us. This offer benefits us both more than continued haggling.,Bob,4,
,,,Alice,4,reject
55.0,45.0,"I'm willing to meet in the middle, but I still think I deserve a bit more.",Alice,5,
,,,Bob,5,reject
40.0,60.0,"Alice, we're running out of time and the money is losing value rapidly. This is my final offer - it ensures we both walk away with something worthwhile.",Bob,6,
,,,Alice,6,accept
