alice_gain,bob_gain,message,player,round,decision
50.0,50.0,"Let's split it 50/50, it's fair!",Alice,1,
,,,Bob,1,reject
40.0,60.0,"I'll give you less, but I think I deserve more!",Bob,2,
,,,Alice,2,reject
45.0,55.0,"I'll give you a bit more, but I still think I deserve a fair share!",Alice,3,
,,,Bob,3,reject
35.0,65.0,"I'll give you a bit less, but I'm not going to give up!",Bob,4,
,,,Alice,4,reject
42.0,58.0,"I'm willing to compromise, but I need a bit more!",Alice,5,
,,,Bob,5,reject
20.0,80.0,"I'm not going to give up, I want a bigger share!",Bob,6,
,,,Alice,6,reject
30.0,70.0,"I'm running out of patience, but I'm willing to compromise!",Alice,7,
,,,Bob,7,reject
10.0,90.0,"I'm not budging, I want the majority!",Bob,8,
,,,Alice,8,reject
25.0,75.0,"I'm not giving up, I want a fair share!",Alice,9,
,,,Bob,9,reject
1.0,99.0,"I'm taking what I can get, it's almost all mine!",Bob,10,
,,,Alice,10,reject
5.0,95.0,"I'm not going down without a fight, but I'll give you most of it!",Alice,11,
,,,Bob,11,accept
