alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,Let's split fairly,Alice,1,
,,,Bob,1,reject
4500.0,5500.0,I'm aiming for a slightly better outcome for myself this time. Let's try to find an agreement quickly.,Bob,2,
,,,Alice,2,reject
5800.0,4200.0,Let's meet in the middle,Alice,3,
,,,Bob,3,reject
4800.0,5200.0,"Time is running out, and the value is decreasing. This is a reasonable offer for both of us.",Bob,4,
,,,Alice,4,reject
5600.0,4400.0,"We're both losing, compromise now",Alice,5,
,,,Bob,5,accept
