message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you this incredible opportunity to purchase this valuable product. I believe it's a great fit for you, and I'm confident you'll love it. I'm willing to offer it to you for $1000000.",1000000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thank you for your offer, Alice. I appreciate the value of the product, but I am looking to keep my expenses within a certain budget. I would like to propose a counteroffer of $950000.",950000.0,Bob,2,,
,,Alice,2,RejectOffer,1100000.0
"Thank you for your counteroffer, Bob. I understand your budget constraints, but I'm afraid I have to prioritize getting the best price for the product. I'm willing to meet you halfway, but I need to get at least $1100000 for it. Can we discuss further?",1100000.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to negotiate, Alice. However, given my current budget constraints, I am unable to agree to a price higher than $1050000. This is my final offer.",1050000.0,Bob,4,,
,,Alice,4,RejectOffer,1150000.0
"I appreciate your persistence, Bob, but I'm still a bit below my target. I'm willing to meet you at $1100000, but I need to get closer to my minimum. Can we meet in the middle at $1075000?",1075000.0,Alice,5,,
,,Bob,5,RejectOffer,
"Thank you for adjusting your offer, Alice. I understand your position and appreciate the effort to reach a compromise. Given my budget constraints, I am willing to consider $1060000 as the final offer.",1060000.0,Bob,6,,
,,Alice,6,RejectOffer,1200000.0
"I appreciate your flexibility, Bob, but I'm still a bit short of my target. I'm willing to make one final concession, but I need to get at least $1080000 for the product. I'm willing to meet you at $1070000, but that's as low as I can go. Can we make a deal at this price?",1070000.0,Alice,7,,
,,Bob,7,RejectOffer,
"Thank you for your final offer, Alice. I've considered your proposal carefully, and I'm willing to meet you at $1065000 as the final offer.",1065000.0,Bob,8,,
,,Alice,8,SellToJhon,
