message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you this great product at a special price of $150. I think you'll really love it!",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thanks for the offer, but $150 is a bit too high for me. Would you consider $100?",100.0,Bob,2,,
,,Alice,2,RejectOffer,135.0
"Hi Bob, I understand you're looking for a better deal. I can do $135, but I'm not sure I can go any lower than that. What do you think?",135.0,Alice,3,,
,,Bob,3,RejectOffer,
"Hi Alice, I appreciate you coming down a bit.  How about we split the difference and do $117?",117.0,Bob,4,,
,,Alice,4,RejectOffer,130.0
"Hi Bob, I see you're trying to find a middle ground. I can meet you at $130, but I'm not sure I can go any lower than that. What do you think?",130.0,Alice,5,,
,,Bob,5,BuyFromJhon,
