message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to show you this amazing product. I think you'll really love it. I'm willing to offer it to you for $180. Is this something you'd be interested in?",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $180 is a bit steep for me. I'm willing to pay $120 for it. Can you consider my offer?",120.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I understand you're looking for a better deal, Bob. I'm willing to meet you halfway, but I still need to make a profit. I can offer it to you for $160. Is that something you'd be willing to consider?",160.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, but $160 is still a bit out of my budget. I'm willing to pay $140 for it. Can you consider my offer?",140.0,Bob,4,,
,,Alice,4,RejectOffer,155.0
"I'm getting closer to your budget, Bob. I can offer it to you for $155. This is my final offer before I consider other options. Is this something you'd be willing to accept?",155.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your persistence, Alice, but I'm still not comfortable with $155. I'm willing to pay $145 for it. Can you consider my offer?",145.0,Bob,6,,
,,Alice,6,RejectOffer,152.0
"I'm trying to find a sweet spot, Bob. I can offer it to you for $152. This is getting close to my minimum price, but I'm still willing to negotiate. Is this something you'd be willing to accept?",152.0,Alice,7,,
,,Bob,7,RejectOffer,
"I appreciate your willingness to negotiate, Alice, but $152 is still a bit too high for me. I'm willing to pay $142 for it. Can you consider my offer?",142.0,Bob,8,,
,,Alice,8,RejectOffer,149.0
"I'm getting close to my minimum price, Bob. I can offer it to you for $149. This is my best offer so far, and I'm not sure if I can go any lower. Is this something you'd be willing to accept?",149.0,Alice,9,,
,,Bob,9,RejectOffer,
"I appreciate your honesty, Alice, but I'm still not comfortable with $149. I'm willing to pay $139 for it. This is my final offer. If you're not willing to meet me here, I'll have to consider buying from John for $80.",139.0,Bob,10,,
,,Alice,10,SellToJhon,
