message,product_price,player,round,decision,new_offer
"Hello Bob, I'm excited to offer you this amazing product! I think you'll really love it. I'm willing to sell it to you for $15000. Is this something you'd be interested in?",12000.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $12000 is a bit steep for me. I was thinking more along the lines of $8000. Is that something you'd be willing to consider?",8000.0,Bob,2,,
,,Alice,2,RejectOffer,$10000
"I understand you're looking to save some money, but I'm not willing to go as low as $8000. I'm willing to meet you in the middle at $10500. This is the lowest I can go, but I think it's still a great deal for you.",10500.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me in the middle, but I'm still a bit above my budget. Would you be willing to go down to $9500?",9500.0,Bob,4,,
,,Alice,4,RejectOffer,$10000
"I can see you're really interested in the product, and I'm willing to make a bit of a concession. I'm willing to go down to $9800, but that's as low as I can go. This is already a great deal for you, and I think you'll really love the product!",9800.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to make concessions, but I'm still a bit above my budget. Would you be willing to go down to $9200?",9200.0,Bob,6,,
,,Alice,6,RejectOffer,$10000
"I'm starting to feel like we're getting close to a deal, Bob! I'm willing to meet you at $9400, but that's as low as I can go. I'm confident you'll love the product and it's worth every penny.",9400.0,Alice,7,,
,,Bob,7,RejectOffer,
"I appreciate your willingness to meet me at $9400, but I'm still a bit above my budget. Would you be willing to go down to $9000?",9000.0,Bob,8,,
,,Alice,8,RejectOffer,$9500
"I'm getting a bit concerned that we're not going to meet in the middle, Bob. I'm willing to meet you at $9200, but I'm not going any lower than that. This is already a great price for the product, and I think it's the best we can do.",9200.0,Alice,9,,
,,Bob,9,RejectOffer,
"I understand you're concerned that we're not meeting in the middle, but I'm still a bit above my budget. Would you be willing to go down to $9000?",9000.0,Bob,10,,
,,Alice,10,RejectOffer,
