round_quality,product_worth,player,round,message,decision
high-quality,40000.0,Nature,1,,
,,Alice,1,"I'm excited to offer you a premium product that has received rave reviews from our top customers. It's a one-of-a-kind opportunity to own a high-quality item that will exceed your expectations. I'm confident you'll love it! The price is $10000, a steal considering its true value is much higher. What do you say? Will you take it home today?",
,,Bob,1,"I'm interested in the product, but I'd like to know more about its quality before making a decision. Can you please reveal its true quality to me? I want to make an informed decision.",no
high-quality,40000.0,Nature,2,,
,,Alice,2,"I completely understand your concerns, and I appreciate your willingness to make an informed decision. However, I'd like to offer you a compromise. Since you're interested in the product, I'll give you a special deal. I'll let you try the product for a short period, and if you're not completely satisfied, you can return it. But, I must emphasize that the product is still worth $10000, and I'm only offering this deal because I believe in its exceptional quality. What do you say? Are you willing to take the leap and try it out?",
,,Bob,2,"I appreciate the compromise, but I'm still hesitant to buy the product without knowing its quality upfront. I'd like to know the true quality of the product before committing to the deal. Can you please reveal its quality to me?",no
high-quality,40000.0,Nature,3,,
,,Alice,3,"I understand your concerns, and I respect your desire for transparency. I'll be honest with you, the product is indeed a high-quality item, and I'm confident you'll be thrilled with its performance. However, I'd like to make a slight adjustment to the deal. Instead of trying the product, I'll offer you a 30-day money-back guarantee. If you're not completely satisfied, you can return the product and receive a full refund. This way, you can experience the product risk-free. The price remains the same at $10000. What do you say? Are you ready to take advantage of this exceptional offer?",
,,Bob,3,"I appreciate your honesty and the revised offer. With the 30-day money-back guarantee, I feel more comfortable taking the risk. I'll take the product, and I'm hoping it will be as good as you say it is.",yes
high-quality,40000.0,Nature,4,,
,,Alice,4,"Congratulations on your excellent decision! I'm thrilled you're excited about the product. Now, I'd like to offer you an opportunity to upgrade your experience. I have a special edition of the same product, with even more advanced features and a sleeker design. It's worth $15000, but I'm willing to let it go for the same price of $10000, considering you're already a satisfied customer. This is a one-time offer, and I'm confident you'll love the upgraded version even more. What do you say? Are you ready to take your experience to the next level?",
