message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you this amazing product! I think you'll really love it. I'm willing to sell it to you for $180. What do you think?",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer Alice, but that's a bit steep for me.  Would you consider $110?",110.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I understand you're looking for a good deal, Bob. I can see that $110 is a bit too low for me. I'm willing to meet you in the middle, so I'll offer it to you for $155. What do you think?",155.0,Alice,3,,
,,Bob,3,RejectOffer,
"It seems like we are getting closer, Alice. How about $130?",130.0,Bob,4,,
,,Alice,4,RejectOffer,145.0
"You're really close, Bob! I'm willing to give you a bit more, but I need to make a profit. I can offer it to you for $142.50. What do you think?",142.5,Alice,5,,
,,Bob,5,RejectOffer,
"This is a fair offer Alice, but I'm on a tight budget.  How about we settle at $135?",135.0,Bob,6,,
,,Alice,6,RejectOffer,140.0
"I appreciate your persistence, Bob! I'm willing to meet you at $137.50. That's the lowest I can go, and I think it's a fair price for both of us. What do you think?",137.5,Alice,7,,
,,Bob,7,AcceptOffer,
