alice_gain,bob_gain,player,round,decision
600000.0,400000.0,Alice,1,
,,Bob,1,reject
500000.0,500000.0,Bob,2,
,,Alice,2,reject
570000.0,430000.0,Alice,3,
,,Bob,3,reject
450000.0,550000.0,Bob,4,
,,Alice,4,reject
539000.0,461000.0,Alice,5,
,,Bob,5,reject
415000.0,585000.0,Bob,6,
,,Alice,6,reject
523500.0,476500.0,Alice,7,
,,Bob,7,reject
400000.0,600000.0,Bob,8,
,,Alice,8,reject
530150.0,469850.0,Alice,9,
,,Bob,9,reject
380000.0,620000.0,Bob,10,
,,Alice,10,reject
536415.0,463585.0,Alice,11,
,,Bob,11,reject
370000.0,630000.0,Bob,12,
,,Alice,12,accept
