alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's make a deal. I take $60, you take $40. It's better to settle now than lose money to inflation.",Alice,1,
,,,Bob,1,reject
45.0,55.0,"Considering the inflation, I think 55-45 is a fair deal for both of us.",Bob,2,
,,,Alice,2,reject
55.0,45.0,"The value is decreasing with every round, let's settle. I'll take $55, you take $45.",Alice,3,
,,,Bob,3,reject
42.0,58.0,"The inflation is hitting you harder, I'm willing to take a bit more, but still giving you a fair share.",Bob,4,
,,,Alice,4,reject
50.0,50.0,This is getting ridiculous.  Let's split it evenly and call it a day before we both lose too much to inflation.,Alice,5,
,,,Bob,5,accept
