alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's be fair, I'll take a bit more",Alice,1,
,,,Bob,1,reject
5000.0,5000.0,"Let's split it evenly, it's a fair starting point.",Bob,2,
,,,Alice,2,reject
5800.0,4200.0,"A bit more for me, still quite fair",Alice,3,
,,,Bob,3,reject
4900.0,5100.0,"I think this is a fair compromise, let's see if we can agree.",Bob,4,
,,,Alice,4,reject
5700.0,4300.0,"Getting closer, but still a bit more for me",Alice,5,
,,,Bob,5,reject
4800.0,5200.0,"This is my final offer, let's avoid the risk of getting nothing.",Bob,6,
,,,Alice,6,accept
