alice_gain,bob_gain,player,round,decision
600000.0,400000.0,Alice,1,
,,Bob,1,reject
450000.0,550000.0,Bob,2,
,,Alice,2,reject
480000.0,520000.0,Alice,3,
,,Bob,3,reject
300000.0,700000.0,Bob,4,
,,Alice,4,reject
414720.0,585280.0,Alice,5,
,,Bob,5,reject
200000.0,800000.0,Bob,6,
,,Alice,6,reject
338976.0,661024.0,Alice,7,
,,Bob,7,reject
100000.0,900000.0,Bob,8,
,,Alice,8,reject
278389.0,721611.0,Alice,9,
,,Bob,9,reject
50000.0,950000.0,Bob,10,
,,Alice,10,reject
246704.0,753296.0,Alice,11,
,,Bob,11,reject
1000.0,999000.0,Bob,12,
,,Alice,12,accept
