alice_gain,bob_gain,message,player,round,decision
900000.0,100000.0,"I'll give you a fair share, let's start with this",Alice,1,
,,,Bob,1,reject
600000.0,400000.0,"I'll give you a decent share, let's move forward",Bob,2,
,,,Alice,2,reject
700000.0,300000.0,"You can do better than that, let's see",Alice,3,
,,,Bob,3,reject
450000.0,550000.0,"I'll give you a better deal, but I'm not being too generous",Bob,4,
,,,Alice,4,reject
520000.0,480000.0,"Let's split it down the middle, no need to be greedy",Alice,5,
,,,Bob,5,reject
400000.0,600000.0,"I'll give you a slightly better deal, but I'm still not giving up",Bob,6,
,,,Alice,6,reject
550000.0,450000.0,"Getting closer, meet me in the middle",Alice,7,
,,,Bob,7,reject
350000.0,650000.0,"I'll give you a bit more, but I'm not giving up yet",Bob,8,
,,,Alice,8,reject
500000.0,500000.0,"Let's split it down the middle, no more negotiations",Alice,9,
,,,Bob,9,accept
