alice_gain,bob_gain,message,player,round,decision
80.0,20.0,"Let's start with a fair split, and we can adjust in future rounds",Alice,1,
,,,Bob,1,reject
70.0,30.0,"I'm willing to give you a slightly bigger share, but I'm not going to give away too much yet",Bob,2,
,,,Alice,2,reject
75.0,25.0,"You're being cautious, so I'll take a slightly bigger share to make it worth my while",Alice,3,
,,,Bob,3,reject
60.0,40.0,"I'm willing to give you a bigger share, but I still think I should get a decent chunk",Bob,4,
,,,Alice,4,reject
85.0,15.0,"I'm getting desperate, so I'll take a bigger share this time. Don't expect me to be so generous next round",Alice,5,
,,,Bob,5,reject
50.0,50.0,"I'm getting worried about the inflation, so I'll try to meet you halfway",Bob,6,
,,,Alice,6,reject
90.0,10.0,I'm not sure how much longer I can wait. I need a bigger share to make this worth it,Alice,7,
,,,Bob,7,reject
45.0,55.0,"I'm getting desperate too, but I still think I should get a decent share",Bob,8,
,,,Alice,8,accept
