alice_gain,bob_gain,message,player,round,decision
8000.0,2000.0,"Let's start with a fair split, I'll give you a decent chunk to start with.",Alice,1,
,,,Bob,1,reject
5000.0,5000.0,"I'll take half, it's a fair deal, your turn to decide.",Bob,2,
,,,Alice,2,reject
6000.0,4000.0,"I'm willing to give you a bit more, but I think I deserve a larger share considering the inflation.",Alice,3,
,,,Bob,3,reject
4000.0,6000.0,"I'll give you less, but I think this is a more reasonable split considering the inflation.",Bob,4,
,,,Alice,4,reject
7000.0,3000.0,"I'm trying to account for the inflation, but I think I deserve a larger share. This is my best offer so far.",Alice,5,
,,,Bob,5,reject
4500.0,5500.0,"I'm trying to balance the inflation, but I think this is a more reasonable split.",Bob,6,
,,,Alice,6,reject
7500.0,2500.0,"I'm trying to be realistic about the inflation, but I think I deserve a bit more. This is my last offer.",Alice,7,
,,,Bob,7,reject
3500.0,6500.0,"I'll give you less, but I'm not willing to give up more than this.",Bob,8,
,,,Alice,8,accept
