message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you a great product that I think you'll really like. I'm looking for $150 for it.",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer Alice, but that's a bit higher than I'm willing to pay. Would you consider $100?",100.0,Bob,2,,
,,Alice,2,RejectOffer,135.0
"I understand you're looking for a good deal, Bob. I'm willing to meet you halfway, but I still need to make a profit. How about $130?",130.0,Alice,3,,
,,Bob,3,RejectOffer,
It seems like we're getting closer. How about we settle at $110?,110.0,Bob,4,,
,,Alice,4,RejectOffer,125.0
"I'm still not willing to go as low as $110, Bob. But I'm willing to meet you halfway from our previous offer. How about $122.50?",122.5,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate you working with me, Alice.  I'm willing to go up slightly, how about $115?",115.0,Bob,6,,
,,Alice,6,RejectOffer,127.5
"I'm glad we're still in negotiations, Bob. I'm willing to make one more concession. How about $127.50?",127.5,Alice,7,,
,,Bob,7,BuyFromJhon,
