message,product_price,player,round,decision,new_offer
"Hello Bob, I'm excited to offer you this great product. I think you'll really love it!",100.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer Alice, but I'm looking to spend a little less.  Would you be willing to go down to $90?",90.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're looking to save some money, Bob, but I think the product is worth more than that. I'm willing to meet you in the middle at $105.",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you meeting me halfway, but $105 is still a bit high for me. Would you consider $95?  I think that's a fair price that allows us both to walk away happy.",95.0,Bob,4,,
,,Alice,4,RejectOffer,110.0
"I understand you're trying to get the best deal, Bob, but I think $95 is a bit too low for me. I'm willing to compromise at $107.50",107.5,Alice,5,,
,,Bob,5,BuyFromJhon,
