message,product_price,player,round,decision,new_offer
"Hello Bob, I have a great product that I think you'll really like. I'm willing to sell it to you for $90.",90.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $70. Can you meet me at that price?",70.0,Bob,2,,
,,Alice,2,RejectOffer,85.0
"I understand you're looking for a good deal, but I'm not sure I can go as low as $70. I can meet you halfway at $82.50, but that's as low as I'm willing to go.",82.5,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, but I'm still a bit too high on the price. Can you consider $77.50?",77.5,Bob,4,,
,,Alice,4,RejectOffer,87.5
"I'm glad we're getting closer to a deal, but I still think the product is worth more than $77.50. I'm willing to meet you halfway between $82.50 and $77.50, which is $80. I'm willing to sell it to you for $80.",80.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your flexibility, but I'm still a bit too high on the price. Can you consider $78?",78.0,Bob,6,,
,,Alice,6,SellToJhon,
