message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm interested in selling you this great product. I think you'll really like it. Would you like to buy it from me for $150?",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hello Alice, thanks for offering!  $150 is a bit too high for my budget. Would you consider $80?",80.0,Bob,2,,
,,Alice,2,RejectOffer,125.0
"I understand you're looking for a good deal, but $80 is a bit too low for me. I'm willing to meet you in the middle, how about $110?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you moving towards a compromise, Alice. How about we settle at $95? That's right in the middle of our last two offers.",95.0,Bob,4,,
,,Alice,4,RejectOffer,105.0
"I like that you're willing to compromise, Bob. However, $95 is still a bit too low for me. I'm willing to meet you at $105, but I'm not going any lower than that. It's a fair price for a great product like this.",105.0,Alice,5,,
,,Bob,5,BuyFromJhon,
