alice_gain,bob_gain,message,player,round,decision
550000.0,450000.0,"Let's be fair and split it almost equally, I get a bit more since I made the first offer.",Alice,1,
,,,Bob,1,reject
450000.0,550000.0,I think we can be a bit fairer to each other. How about we switch amounts from your previous offer?,Bob,2,
,,,Alice,2,reject
580000.0,420000.0,"My previous offer was quite generous, considering the inflation that affects you. This one is a bit more realistic.",Alice,3,
,,,Bob,3,reject
480000.0,520000.0,"The inflation is working against me, so I need a bit more to make it worthwhile.  This offer is still quite reasonable for you.",Bob,4,
,,,Alice,4,reject
600000.0,400000.0,"You're right, inflation is taking its toll on your gains. But I'm not immune to the time pressure, so I'll take a bit more. Still a good deal for you, considering.",Alice,5,
,,,Bob,5,reject
500000.0,500000.0,Let's stop wasting time. We both know a 50/50 split is the fairest option. Take it or leave it.,Bob,6,
,,,Alice,6,reject
620000.0,380000.0,"You're getting desperate, but I'm not budging much. Inflation is really hurting your gains now. This is a good deal, all things considered.",Alice,7,
,,,Bob,7,reject
520000.0,480000.0,Time is running out. This is my final offer - anything less isn't worth my time with the inflation working against me.,Bob,8,
,,,Alice,8,reject
650000.0,350000.0,"I can see you're getting anxious, but I'm in the driver's seat here. Inflation is killing your gains, and time is on my side. This is a generous offer, considering.",Alice,9,
,,,Bob,9,reject
550000.0,450000.0,"Okay, Alice, you're clearly not afraid to gamble.  This is my last offer - let's end this now and both get something.",Bob,10,
,,,Alice,10,reject
680000.0,320000.0,"You said that was your last offer, but I'm not buying it. Inflation is crippling your gains, and I'm not going to give in now. Take this or risk getting nothing.",Alice,11,
,,,Bob,11,accept
