message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this amazing product! It's a one-of-a-kind item that I'm sure you'll love. I'm willing to sell it to you for $120. It's a great deal, and I think you'll be happy with the price.",120.0,Alice,1,,
,,Bob,1,RejectOffer,90.0
"I'm really interested in the product, but $120 is a bit out of my budget. I was thinking more along the lines of $90. Is that something you'd be willing to consider?",90.0,Bob,2,,
,,Alice,2,RejectOffer,
"Thanks for your offer, Bob! I understand that $120 might be a bit steep for you. However, I'm willing to meet you halfway. I can offer it to you for $110. It's a great compromise, and I think you'll really enjoy the product at this price.",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate the compromise, Alice, but I'm still a bit short on budget. Would you be willing to consider $95? I think that's a fair price for this product.",95.0,Bob,4,,
,,Alice,4,RejectOffer,
"I understand your budget constraints, Bob, and I'm willing to make another adjustment. I can offer it to you for $105. It's still a great deal, and I think you'll be happy with the price.",105.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your flexibility, Alice, but I'm still a bit short on budget. Would you be willing to consider $98? I think that's a fair price for this product.",98.0,Bob,6,,
,,Alice,6,RejectOffer,
"I'm starting to get close to my minimum price, Bob. I can offer it to you for $102. It's a great deal, and I think you'll be happy with the price.",102.0,Alice,7,,
,,Bob,7,RejectOffer,
"I appreciate your flexibility, Alice. I'm willing to meet you halfway at $101. Would you be willing to sell it to me for that price?",101.0,Bob,8,,
,,Alice,8,AcceptOffer,
