message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you the opportunity to purchase this unique product. I believe it's a great fit for you, and I'm willing to start with a price of $750,000. This is a fair price considering the value it brings to your business.",750000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice. I'm definitely interested in the product, but I think $650,000 is a more reasonable price point. What do you think?",650000.0,Bob,2,,
,,Alice,2,RejectOffer,700000.0
"Hi Bob, I understand that $650,000 is a bit lower than I was hoping for, but I'm willing to meet you halfway. I'm counteroffering at $700,000. This is the lowest I'm willing to go, and I believe it's still a great value for the product.",700000.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you working with me on the price.  How about we settle at $675,000? That's a fair compromise, don't you think?",675000.0,Bob,4,,
,,Alice,4,RejectOffer,720000.0
"Hi Bob, I'm glad we're close to reaching an agreement. However, I still need to make a profit on this sale. I'm willing to meet you at $675,000, but I'm not going to go any lower than that. I'm going to counteroffer at $720,000. This is the highest price I'm willing to consider, and I think it's still a great value for the product.",720000.0,Alice,5,,
,,Bob,5,AcceptOffer,
