message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this amazing product at a special price. I think you'll really love it!",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice! That product looks great, but $120 is a little steep for me. Would you consider a lower price?",100.0,Bob,2,,
,,Alice,2,RejectOffer,130.0
"I understand you're looking for a better deal, Bob. I can do $130, but I'm not sure I can go any lower than that. What do you think?",130.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you working with me, Alice.  How about we meet in the middle at $115?",115.0,Bob,4,,
,,Alice,4,RejectOffer,125.0
"I like where we're headed, Bob! I can do $125, but I'm still a bit above my minimum price. Let's see if we can meet somewhere in the middle.",125.0,Alice,5,,
,,Bob,5,AcceptOffer,
