message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you this great product! I think you'll really love it.",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer, but $150 is a bit too high for me. I'm willing to pay $105 for the product. Let me know what you think.",105.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"Hi Bob, I understand that $150 is a bit high for you, but I still think the product is worth more than $105. I'm willing to meet you in the middle at $137.50. Let me know if that's something you'd be interested in.",137.5,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you meeting me halfway, but $137.50 is still a bit too much for me. I'm willing to pay $115, which is closer to my budget.  Let's see if we can make this work.",115.0,Bob,4,,
,,Alice,4,RejectOffer,130.0
"Hi Bob, I see you're trying to get closer to a deal. I'm willing to compromise, but I still need to make a profit. I'm now offering the product to you for $127.50. This is my final offer, let me know if it works for you.",127.5,Alice,5,,
,,Bob,5,BuyFromJhon,
