message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you this amazing product. I think you'll love it! Would you like to buy it from me for $150?",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer Alice, but $150 is a bit too steep for me. I'm willing to pay $100 for it. What do you think?",100.0,Bob,2,,
,,Alice,2,RejectOffer,135.0
"I understand you're looking for a good deal, Bob. I'm willing to meet you halfway, but I need to make a profit. How about we meet at $135?",135.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you coming down a bit, but $135 is still a bit high for me. I'm really only comfortable paying $110. Let me know what you think.",110.0,Bob,4,,
,,Alice,4,RejectOffer,125.0
"I'm starting to think we're getting close, Bob. I'm willing to come down a bit more, but I need to make sure I'm not losing too much. How about we meet at $125?",125.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I'm really trying to get this product for the best price possible. I'm going to go ahead and offer you $115.  I think this is a fair price for both of us.",115.0,Bob,6,,
,,Alice,6,RejectOffer,130.0
"I appreciate your persistence, Bob! I'm willing to meet you at $130, but I'm not going to go any lower than that. This is my final offer.",130.0,Alice,7,,
,,Bob,7,BuyFromJhon,
