alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,"Let's split it 50/50, a fair start!",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"You're being too generous, I'll take 60%",Bob,2,
,,,Alice,2,reject
550000.0,450000.0,"You're being greedy, let's try to find a middle ground!",Alice,3,
,,,Bob,3,reject
450000.0,550000.0,"You're getting closer, but I want a bit more",Bob,4,
,,,Alice,4,reject
525000.0,475000.0,"You're still being too greedy, let's find a fairer split!",Alice,5,
,,,Bob,5,reject
480000.0,520000.0,"Getting closer to a deal, but I want a slight edge",Bob,6,
,,,Alice,6,reject
500000.0,500000.0,"Let's meet in the middle, it's getting late!",Alice,7,
,,,Bob,7,accept
