alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's be fair, Bob. This offer benefits us both.",Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"Considering inflation, I think this is a fairer split.",Bob,2,
,,,Alice,2,reject
5500.0,4500.0,"This offer still gives you a good share, Bob, but time is running out. Let's be reasonable and close the deal.",Alice,3,
,,,Bob,3,reject
3500.0,6500.0,Inflation is taking its toll on me. I need a bigger share to make up for it.,Bob,4,
,,,Alice,4,reject
5200.0,4800.0,"Bob, this is getting ridiculous.  Take this offer before inflation eats away at your share even more!",Alice,5,
,,,Bob,5,accept
