message,product_price,player,round,decision,new_offer
I'm excited to offer you this amazing product! It's a great opportunity for you to get a high-quality item at a competitive price.,180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice, but $180 is a bit steep for me.  Would you consider $80?",80.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I understand you're looking for a good deal, but I have to make a profit. I'm willing to meet you halfway, but I need to get at least $140 for the product.",140.0,Alice,3,,
,,Bob,3,RejectOffer,
"Okay, Alice, I appreciate you meeting me closer to the middle.  How about $100?  That's my final offer.",100.0,Bob,4,,
,,Alice,4,RejectOffer,130.0
"I appreciate your persistence, Bob, but I'm not willing to go all the way to $100. I'm willing to compromise further, but I need to get at least $130 for the product.",130.0,Alice,5,,
,,Bob,5,BuyFromJhon,
