alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,"Let's divide it fairly, I'll take a bit more",Alice,1,
,,,Bob,1,reject
500000.0,500000.0,"Fair is fair, Alice.  Let's split it evenly and both walk away happy.",Bob,2,
,,,Alice,2,reject
550000.0,450000.0,"I'll give you a bit less, but still a good deal",Alice,3,
,,,Bob,3,reject
475000.0,525000.0,"I'm feeling generous, Alice, but I need a little more than that. This is my final offer.",Bob,4,
,,,Alice,4,reject
580000.0,420000.0,"Getting closer to the end, don't be greedy",Alice,5,
,,,Bob,5,reject
490000.0,510000.0,"Alice, we're running out of time.  This is a strong offer. Let's end this.",Bob,6,
,,,Alice,6,reject
570000.0,430000.0,"Time is running out, be reasonable",Alice,7,
,,,Bob,7,reject
495000.0,505000.0,"Alice, let's be reasonable. This is a very fair split. Take it before we both lose out!",Bob,8,
,,,Alice,8,accept
