message,product_price,player,round,decision,counteroffer
I'm excited to offer you this great product! I think you'll really love it.,140.0,Alice,1,,
,,Bob,1,RejectOffer,
"I appreciate the offer, Alice, but $140 is a bit more than I'm comfortable with.  How about $130? It's still a good deal for you and within my budget.",130.0,Bob,2,,
,,Alice,2,RejectOffer,145.0
"I appreciate your willingness to negotiate, Bob! I can do $140, but I was thinking more along the lines of $145. What do you think?",145.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I understand you need to make a profit, but $145 is still a bit too high for me. I'm willing to meet you halfway at $135. This is a fair price for both of us, and I'm confident we can come to an agreement.",135.0,Bob,4,,
,,Alice,4,RejectOffer,140.0
"I'm glad we're close, Bob! I can do $140, but I think we can do even better than that. How about we meet in the middle at $140, and I'll throw in a small bonus for you?",140.0,Alice,5,,
,,Bob,5,AcceptOffer,
