alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,Let's be fair and split it 60-40. You'll still get a good chunk!,Alice,1,
,,,Bob,1,reject
475000.0,525000.0,"I appreciate the offer, but I'm aiming for a slightly better outcome. How about we go with 52.5% for me and 47.5% for you?",Bob,2,
,,,Alice,2,reject
580000.0,420000.0,Let's meet in the middle of our previous offers. This is a fair compromise.,Alice,3,
,,,Bob,3,reject
487500.0,512500.0,"Time is ticking and the value is decreasing. Let's settle this.  I'll compromise slightly from my last offer. 51.25% for me, 48.75% for you.",Bob,4,
,,,Alice,4,reject
570000.0,430000.0,"I'm willing to compromise, but I still think I deserve the bigger share. Let's try this.",Alice,5,
,,,Bob,5,reject
500000.0,500000.0,"Okay Alice, let's stop wasting time and both benefit. I propose a 50/50 split. This is fair, simple, and ensures we both walk away with a significant sum.",Bob,6,
,,,Alice,6,accept
