alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,"Let's start with a fair split, Bob. What do you say?",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"I'm willing to give you a bit less, but I think this is a fair compromise.",Bob,2,
,,,Alice,2,reject
550000.0,450000.0,"I'm willing to give you a smaller share, but I think I deserve more considering the inflation. Let's meet in the middle.",Alice,3,
,,,Bob,3,reject
450000.0,550000.0,"I'm willing to give you a bit more, but I think 55% is the maximum I'm willing to give.",Bob,4,
,,,Alice,4,reject
600000.0,400000.0,"I'm taking a risk here, but I think I deserve a bigger share given the inflation. This is my best and final offer.",Alice,5,
,,,Bob,5,accept
