alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,"Let's be fair, I'll take a bit more",Alice,1,
,,,Bob,1,reject
350000.0,650000.0,My turn!  I'll be a little more than fair. This is a good deal for you before inflation eats away at your share even more.,Bob,2,
,,,Alice,2,reject
580000.0,420000.0,"I'll lower my share a bit, but you should consider the inflation too",Alice,3,
,,,Bob,3,reject
400000.0,600000.0,This is getting ridiculous.  I'm offering you a more than fair deal considering the inflation. Take it before it's too late!,Bob,4,
,,,Alice,4,reject
550000.0,450000.0,"I'm willing to compromise, but don't think you can pressure me",Alice,5,
,,,Bob,5,reject
430000.0,570000.0,This is my final offer. You're losing more to inflation with every passing round.  Let's be reasonable and end this.,Bob,6,
,,,Alice,6,accept
