message,product_price,player,round,decision,counteroffer
"Hello Bob, I have a fantastic product for sale that I think you'll be very interested in. I'm asking for $20000 for it, but I'm open to negotiation. What are your thoughts?",20000.0,Alice,1,,
,,Bob,1,RejectOffer,15000.0
"I'm interested in the product, but $20000 is a bit out of my budget. I'm willing to pay $15000 for it. Is that something you'd be willing to consider?",15000.0,Bob,2,,
,,Alice,2,RejectOffer,
"Bob, I appreciate your interest and I'm willing to work with you.  While $15000 is my absolute minimum, I'd be willing to lower my price to $18000.  This would give us both a good deal.  What are your thoughts?",18000.0,Alice,3,,
,,Bob,3,RejectOffer,16000.0
I'm still a bit above my budget at $18000. I'd be willing to pay $16000 for the product. Can you meet me in the middle?,16000.0,Bob,4,,
,,Alice,4,RejectOffer,
"Bob, I understand you're working within a budget, but $16000 is still a bit low for me.  Let's split the difference - I'm willing to come down to $17000.  This is a fair compromise, and I'm confident you'll find this product very valuable.  What do you say?",17000.0,Alice,5,,
,,Bob,5,RejectOffer,16500.0
"I appreciate your flexibility, but $17000 is still a bit too high for me. I'd be willing to pay $16500 for the product. Is that a price you'd be willing to accept?",16500.0,Bob,6,,
,,Alice,6,AcceptOffer,
