message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you this great product! I think you'll really love it. Would you like to buy it from me for $140?",140.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice.  I'm interested, but $140 feels a bit high for me. Would you consider $110?",110.0,Bob,2,,
,,Alice,2,RejectOffer,130.0
"Thanks for the counteroffer, Bob! I can do $130, but I was thinking more along the lines of $135. Would you be willing to meet me there?",135.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you working with me, Alice.  How about we settle in the middle at $122?",122.0,Bob,4,,
,,Alice,4,RejectOffer,125.0
"I like the spirit of compromise, Bob! However, I was thinking more along the lines of $125. Would you be willing to meet me there?",125.0,Alice,5,,
,,Bob,5,AcceptOffer,
