alice_gain,bob_gain,message,player,round,decision
55.0,45.0,"Let's be fair, I'll take a bit more",Alice,1,
,,,Bob,1,reject
50.0,50.0,Let's split it evenly. It's the fairest way to start.,Bob,2,
,,,Alice,2,reject
58.0,42.0,"Come on, I'm getting impatient",Alice,3,
,,,Bob,3,reject
52.0,48.0,"Let's compromise. I'll take a slightly smaller share, but we both get something.",Bob,4,
,,,Alice,4,reject
62.0,38.0,"Time's running out, I'm taking more",Alice,5,
,,,Bob,5,reject
55.0,45.0,I'm willing to go up to 45. Let's make a deal before we both lose out.,Bob,6,
,,,Alice,6,reject
70.0,30.0,"You're running out of options, I'll take a bigger share",Alice,7,
,,,Bob,7,reject
65.0,35.0,"We're losing money with each round. Let's settle for a 35/65 split, it's better than nothing.",Bob,8,
,,,Alice,8,accept
