product_price,player,round,decision
150.0,Alice,1,
,Bob,1,RejectOffer
90.0,Bob,2,
,Alice,2,RejectOffer
125.0,Alice,3,
,Bob,3,RejectOffer
100.0,Bob,4,
,Alice,4,RejectOffer
115.0,Alice,5,
,Bob,5,RejectOffer
105.0,Bob,6,
,Alice,6,RejectOffer
110.0,Alice,7,
,Bob,7,RejectOffer
107.0,Bob,8,
,Alice,8,RejectOffer
108.0,Alice,9,
,Bob,9,RejectOffer
109.0,Bob,10,
,Alice,10,RejectOffer
108.5,Alice,11,
,Bob,11,RejectOffer
108.0,Bob,12,
,Alice,12,RejectOffer
108.75,Alice,13,
,Bob,13,RejectOffer
108.5,Bob,14,
,Alice,14,RejectOffer
108.625,Alice,15,
,Bob,15,RejectOffer
108.4,Bob,16,
,Alice,16,RejectOffer
108.5625,Alice,17,
,Bob,17,RejectOffer
108.5,Bob,18,
,Alice,18,RejectOffer
108.53125,Alice,19,
,Bob,19,RejectOffer
108.45,Bob,20,
,Alice,20,RejectOffer
108.484375,Alice,21,
,Bob,21,RejectOffer
108.46,Bob,22,
,Alice,22,RejectOffer
108.4703125,Alice,23,
,Bob,23,RejectOffer
108.455,Bob,24,
,Alice,24,RejectOffer
108.462890625,Alice,25,
,Bob,25,RejectOffer
108.4575,Bob,26,
,Alice,26,RejectOffer
108.46142578125,Alice,27,
,Bob,27,RejectOffer
108.46,Bob,28,
,Alice,28,RejectOffer
108.4609375,Alice,29,
,Bob,29,BuyFromJhon
