message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this amazing product! I think you'll really love it. I'm willing to sell it to you for $12,000. What do you think?",12000.0,Alice,1,
,,Bob,1,RejectOffer
"Thanks for the offer Alice, but that's a bit high for me. How about $8,000?",8000.0,Bob,2,
,,Alice,2,RejectOffer
"Thanks for the counteroffer, Bob. I understand you're looking for a better deal, but I have to make a profit. I'm willing to meet you in the middle at $10,500. What do you think?",10500.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate you meeting me halfway, Alice.  Could you do $9,500? That would work well for me.",9500.0,Bob,4,
,,Alice,4,RejectOffer
"I'm glad we're close, Bob. I can do $10,000, but I think we can do better than that. I'll throw in a bonus service that's worth $1,000, so the total value to you would be $11,000. What do you think?",10000.0,Alice,5,
,,Bob,5,AcceptOffer
