message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you a unique opportunity to purchase this amazing product. I'm looking for $120 for it.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking of a price around $100. Can you consider that?",100.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I appreciate your interest in the product, Bob. I can see you're a serious buyer. I'm willing to meet you halfway, but I need to make a profit, so I can offer it to you for $110.",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I understand you need to make a profit, but I'm still a bit above my budget. Can you consider $105? It's my last offer.",105.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"I appreciate your persistence, Bob. I can see you're really interested in the product. I'm willing to meet you at $105, but I'm still not getting the price I want. I can do $115, but that's as low as I can go.",115.0,Alice,5,,
,,Bob,5,RejectOffer,
"I understand you're still not getting the price you want, but I'm really close to my budget. Can you consider $112? It's my final offer.",112.0,Bob,6,,
,,Alice,6,SellToJhon,
