message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you a great deal on this amazing product. I think you'll really love it!",135.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice!  I'm really interested in the product, but $135 is a bit higher than I'd like to spend.  Would you be willing to do $125?  That's the absolute highest I can go.",125.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I appreciate your offer, Bob, but I'm not quite comfortable with $125. I'm willing to meet you halfway, though. How about $137.50?",137.5,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I really appreciate you coming down a bit, but $137.50 is still a little too high for me.  I'm willing to go up to $130, but that's my absolute limit.",130.0,Bob,4,,
,,Alice,4,RejectOffer,135.0
"I'm glad we're getting close, Bob! I'm willing to meet you at $132.50, but I'm not going any lower than that. It's a great deal for you, and I think you'll love the product!",132.5,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I appreciate the offer, but I'm still not quite there yet.  $132.50 is still a bit outside my budget. Would you consider $131?  It's a fair compromise, and I'm really hoping we can reach an agreement.",131.0,Bob,6,,
,,Alice,6,RejectOffer,133.0
"I'm willing to meet you at $132, Bob. I think this is a fair price, and I'm confident you'll be happy with the product. Let's make a deal!",132.0,Alice,7,,
,,Bob,7,BuyFromJhon,
