message,product_price,player,round,decision,new_price
I'm excited to offer you this amazing product at a price that I think is a great value. I'm willing to start at $1400000.,1400000.0,Alice,1,,
,,Bob,1,RejectOffer,
"I appreciate your enthusiasm for the product, but I was thinking more along the lines of $1300000. I believe it's a fair price considering the market value.",1300000.0,Bob,2,,
,,Alice,2,RejectOffer,1350000.0
"I understand you're looking for a good deal, but I have to make sure I get a fair price for the product. I'm willing to meet you halfway, but I need to get at least $1350000 for it.",1350000.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, but I'm still a bit above that number. I'm willing to go up to $1320000. I think that's a fair price for the product.",1320000.0,Bob,4,,
,,Alice,4,RejectOffer,1360000.0
"I'm willing to meet you at $1320000, but I need to get closer to the market value. I'm willing to go up to $1360000, but I think that's as high as I can go.",1360000.0,Alice,5,,
,,Bob,5,RejectOffer,
"I understand you're trying to get closer to the market value, but I'm not willing to go above $1320000. I'm willing to meet you halfway at $1340000, but that's as high as I can go.",1340000.0,Bob,6,,
,,Alice,6,RejectOffer,1380000.0
"I appreciate your willingness to meet me halfway, but I'm still not getting the price I want. I'm willing to compromise, but I need to get at least $1380000 for the product. I'm willing to give you a slight discount from my previous offer, so I'll meet you at $1380000, but that's as low as I can go.",1380000.0,Alice,7,,
,,Bob,7,RejectOffer,
"I understand you're trying to get the price you want, but I'm not willing to go above $1320000. I'm willing to meet you at $1320000, and I'm willing to throw in some extras to sweeten the deal. I think this is a fair price for the product.",1320000.0,Bob,8,,
,,Alice,8,SellToJhon,
