alice_gain,bob_gain,message,player,round,decision
50.0,50.0,Let's split it evenly. Fair is fair.,Alice,1,
,,,Bob,1,reject
45.0,55.0,I think I deserve a bit more.,Bob,2,
,,,Alice,2,reject
52.0,48.0,"Let's be reasonable. I'll give you a bit more, but I'm not going to give away the whole farm.",Alice,3,
,,,Bob,3,reject
42.0,58.0,"Come on, it's a good deal, considering the money is worth less now.",Bob,4,
,,,Alice,4,reject
51.0,49.0,"I'm willing to compromise, but this is the best I can do. We're both losing money with each round, so let's get this done.",Alice,5,
,,,Bob,5,accept
