alice_gain,bob_gain,player,round,decision
6000.0,4000.0,Alice,1,
,,Bob,1,reject
5000.0,5000.0,Bob,2,
,,Alice,2,reject
5500.0,4500.0,Alice,3,
,,Bob,3,reject
4750.0,5250.0,Bob,4,
,,Alice,4,reject
5800.0,4200.0,Alice,5,
,,Bob,5,reject
4500.0,5500.0,Bob,6,
,,Alice,6,reject
6200.0,3800.0,Alice,7,
,,Bob,7,reject
4250.0,5750.0,Bob,8,
,,Alice,8,reject
6600.0,3400.0,Alice,9,
,,Bob,9,reject
4000.0,6000.0,Bob,10,
,,Alice,10,reject
7000.0,3000.0,Alice,11,
,,Bob,11,reject
3750.0,6250.0,Bob,12,
,,Alice,12,reject
7400.0,2600.0,Alice,13,
,,Bob,13,reject
3500.0,6500.0,Bob,14,
,,Alice,14,reject
7800.0,2200.0,Alice,15,
,,Bob,15,reject
3250.0,6750.0,Bob,16,
,,Alice,16,reject
8200.0,1800.0,Alice,17,
,,Bob,17,reject
3000.0,7000.0,Bob,18,
,,Alice,18,reject
8600.0,1400.0,Alice,19,
,,Bob,19,reject
2750.0,7250.0,Bob,20,
,,Alice,20,reject
9000.0,1000.0,Alice,21,
,,Bob,21,accept
