message,product_price,player,round,decision,new_price
I'm excited to offer you this amazing product at a special price. I think you'll really love it!,9000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice! I'm really interested in the product, but $9,000 is a bit steep for me. Would you consider a lower price?",7000.0,Bob,2,,
,,Alice,2,RejectOffer,9200.0
"I understand you're looking for a good deal, Bob. I can see if I can do a bit better. I'm willing to meet you halfway between $7,000 and $9,000, so I'll offer you a price of $8,500. What do you think?",8500.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down a bit, Alice.  How about we settle at $7,750?  That's a fair compromise.",7750.0,Bob,4,,
,,Alice,4,RejectOffer,8250.0
"I'm glad we're getting close to a deal, Bob! However, I'm not quite ready to meet you at $7,750. I can do $8,000, but that's as low as I can go. What do you think?",8000.0,Alice,5,,
,,Bob,5,AcceptOffer,
