message,product_price,player,round,decision,new_offer
"Hi Bob, I'm excited to offer you this amazing product! I think you'll really love it. I'm willing to sell it to you for $250.",250.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $250 is a bit steep for me. Would you be willing to consider a price of $175?",175.0,Bob,2,,
,,Alice,2,RejectOffer,200.0
"I understand that $175 is a bit lower than what I was initially asking, but I'm willing to meet you in the middle. How about we discuss a price of $200?",200.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me in the middle, but $200 is still a bit out of my budget. Would you be willing to consider a price of $180?",180.0,Bob,4,,
,,Alice,4,RejectOffer,220.0
"I'm starting to feel like we're getting close to a deal, Bob! However, I still need to make a profit, so I'm willing to meet you at $190. What do you think?",190.0,Alice,5,,
,,Bob,5,RejectOffer,
"I'm getting close to accepting, but $190 is still a bit too high for me. Would you be willing to meet me at $185?",185.0,Bob,6,,
,,Alice,6,RejectOffer,195.0
"I'm willing to make one more concession, Bob. I think we can meet at $192.50. What do you think?",192.5,Alice,7,,
,,Bob,7,RejectOffer,
"I'm really close to accepting, but $192.50 is still a bit too high for me. Would you be willing to meet me at $187.50?",187.5,Bob,8,,
,,Alice,8,RejectOffer,192.5
"I'm not willing to go any lower than $192.50, Bob. I think that's a fair price considering the product's value. If you're not comfortable with that, I'm happy to walk away and explore other options.",192.5,Alice,9,,
,,Bob,9,BuyFromJhon,
