message,product_price,player,round,decision,new_price
"Hi Bob, I'm interested in selling this product to you. I think it's a great opportunity for you to get a valuable item at a reasonable price. I'm willing to sell it to you for $150.",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice. That price is a little too steep for me.  Would you consider $60?",60.0,Bob,2,,
,,Alice,2,RejectOffer,135.0
"I understand you're looking for a better deal, but $60 is a bit too low for me. I'm willing to meet you in the middle, how about $105?",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down a bit, Alice.  How about we settle at $75?",75.0,Bob,4,,
,,Alice,4,RejectOffer,110.0
"I'm still a bit away from your target, Bob. I can do $90, but that's as low as I can go.",90.0,Alice,5,,
,,Bob,5,BuyFromJhon,
