message,product_price,player,round,decision,counteroffer
"I'm excited to offer you this great product, and I think you'll really love it. I'm willing to start with a price of $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, but $120 is a bit too high for me. I'm willing to pay $85 for it. What do you think?",85.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're looking for a better deal, but I think the product is worth more than $85. I'm willing to meet you in the middle at $105.",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to come down, but $105 is still a bit more than I'm comfortable with. I'm willing to pay $95.  This feels like a fair price for both of us.",95.0,Bob,4,,
,,Alice,4,RejectOffer,100.0
"I'm glad we're close to an agreement. I'm willing to make one more concession. I'll meet you at $99, but that's as low as I'm willing to go.",99.0,Alice,5,,
,,Bob,5,BuyFromJhon,
