message,product_price,player,round,decision,new_price
I'm excited to offer you this great product! I think you'll really love it.,180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice! I'm interested, but that price is a bit high for me. Would you consider a lower price?",80.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I understand you're looking for a better deal, but I'm not willing to go as low as $80. I can meet you in the middle, though.",140.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you meeting me closer to the middle, Alice. How about we settle on a price of $100? ",100.0,Bob,4,,
,,Alice,4,RejectOffer,145.0
"I can do a bit better than that, Bob. I think we can find a mutually beneficial price.",130.0,Alice,5,,
,,Bob,5,BuyFromJhon,
