alice_gain,bob_gain,message,player,round,decision
8000.0,2000.0,"Let's start with a fair split, Bob. I'll take 80% now and we can reassess later.",Alice,1,
,,,Bob,1,reject
5000.0,5000.0,"Let's be fair, Alice.  A 50/50 split is the most sensible way to start.",Bob,2,
,,,Alice,2,reject
6000.0,4000.0,"I'll give you a slightly smaller share this time, Bob. Let's see if you'll accept this offer.",Alice,3,
,,,Bob,3,reject
4000.0,6000.0,"Alice, let's be reasonable. I'm willing to take a smaller share this round, but I need to see some movement from you.",Bob,4,
,,,Alice,4,reject
7000.0,3000.0,"I'm making a strong move now, Bob. I'll take a bigger share, but I'm willing to give you a smaller one. Don't expect any more generosity from me.",Alice,5,
,,,Bob,5,reject
3000.0,7000.0,"Alice, we're getting close to the end. Let's make a deal. I'll take a larger share this time, but I'm still willing to negotiate.",Bob,6,
,,,Alice,6,reject
800.0,9200.0,"I'm making a final push, Bob. I'll take a tiny share, but I need you to take the bulk of it. This is my last offer.",Alice,7,
,,,Bob,7,accept
