alice_gain,bob_gain,player,round,decision
600000.0,400000.0,Alice,1,
,,Bob,1,reject
500000.0,500000.0,Bob,2,
,,Alice,2,reject
550000.0,450000.0,Alice,3,
,,Bob,3,reject
520000.0,480000.0,Bob,4,
,,Alice,4,reject
570000.0,430000.0,Alice,5,
,,Bob,5,reject
539200.0,460800.0,Bob,6,
,,Alice,6,reject
600000.0,400000.0,Alice,7,
,,Bob,7,reject
558400.0,441600.0,Bob,8,
,,Alice,8,reject
630000.0,370000.0,Alice,9,
,,Bob,9,reject
577408.0,422592.0,Bob,10,
,,Alice,10,reject
660000.0,340000.0,Alice,11,
,,Bob,11,reject
590400.0,409600.0,Bob,12,
,,Alice,12,accept
