message,product_price,player,round,decision
"Bob, I'm offering you my product for $1,400,000. This is a great deal for you, and I believe it's a fair price considering the value of the product. Let me know what you think.",1400000.0,Alice,1,
,,Bob,1,RejectOffer
"Hello Alice, I appreciate your offer, but I believe we can find a price that suits both of us better. Considering the value of the product, I would like to propose a price of $1,350,000.",1350000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I understand you're looking for a good deal, but $1,350,000 is still a bit too low for me.  I'm willing to come down to $1,375,000. This is a fair price that reflects the value of the product. Let's meet in the middle and make this deal happen.",1375000.0,Alice,3,
,,Bob,3,RejectOffer
"Thank you for your offer, Alice. I appreciate your willingness to negotiate. Considering the value of the product and my budget, I would like to propose a price of $1,360,000.",1360000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I see you're getting closer to my price.  How about $1,365,000?  It's a fair compromise, and it's still a good deal for you. Let's get this done!",1365000.0,Alice,5,
,,Bob,5,RejectOffer
"I appreciate your efforts in negotiating, Alice. Based on my budget and the value of the product, I would like to propose a price of $1,362,500.",1362500.0,Bob,6,
,,Alice,6,AcceptOffer
