message,product_price,player,round,decision
"Hello Bob, thank you for considering our product! We're excited to discuss the price with you. After careful consideration, we're willing to offer you the product at a price of $1,200,000. We believe this is a fair and competitive price considering the product's value to you.",1200000.0,Alice,1,
,,Bob,1,RejectOffer
"Thanks for the offer, Alice! I appreciate your willingness to negotiate.  However, $1,200,000 is still a bit higher than I'm comfortable with. Considering the value of the product to me, I'm willing to pay $1,000,000. This price is fair and allows for both of us to reach a mutually beneficial agreement.",1000000.0,Bob,2,
,,Alice,2,RejectOffer
"Thank you for your counteroffer, Bob. We appreciate your willingness to negotiate. After re-evaluating the market and the product's value, we're willing to meet you halfway. We're offering the product to you at a price of $1,100,000. We believe this is a fair compromise that still reflects the product's value to you.",1100000.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I appreciate your willingness to negotiate further.  $1,100,000 is still a bit high for me.  How about $1,050,000? I believe this price is reasonable and represents a good deal for both of us.",1050000.0,Bob,4,
,,Alice,4,RejectOffer
"Thank you for your offer, Bob. We appreciate your persistence. After careful consideration, we're willing to make another concession. We're offering the product to you at a price of $1,075,000. We believe this is a fair compromise that still reflects the product's value to you, and we're willing to meet you at this price to reach a mutually beneficial agreement.",1075000.0,Alice,5,
,,Bob,5,AcceptOffer
