message,product_price,player,round,decision,new_offer
"Hello Bob, I have a great product that I think you'll love. I'm willing to let it go for $180.",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I think $180 is a bit steep. Would you be willing to consider a price of $120?",120.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I understand that $180 is a bit high for you, but I really need to make a profit on this product. I'm willing to meet you halfway, so I'll offer it to you for $160. Is that more to your liking?",160.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, but I'm still a bit above my budget. Would you be willing to consider a price of $140?",140.0,Bob,4,,
,,Alice,4,RejectOffer,155.0
"I'm getting closer to meeting you halfway, but I still need to make a decent profit. I'm willing to go down to $155. Is that a price you'd be willing to pay?",155.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to negotiate, but I'm still not comfortable with the price. Would you be willing to consider a price of $130?",130.0,Bob,6,,
,,Alice,6,RejectOffer,150.0
"I'm getting a bit concerned that we're getting too far apart, but I'm willing to make one more concession. I'll meet you at $150, which is the lowest I can go. Is that a price you'd be willing to pay?",150.0,Alice,7,,
,,Bob,7,RejectOffer,
"I appreciate your willingness to meet me at $150, but I'm still not comfortable with the price. I'm willing to meet you halfway between $150 and my original offer of $120. Would you be willing to consider a price of $135?",135.0,Bob,8,,
,,Alice,8,RejectOffer,145.0
"I'm starting to think we're not going to meet in the middle, but I'm still willing to negotiate. I'll meet you at $145, which is a bit higher than your proposed midpoint. Is that a price you'd be willing to pay?",145.0,Alice,9,,
,,Bob,9,RejectOffer,
"I appreciate your willingness to negotiate, but I'm still not comfortable with the price. I'm willing to meet you at $140, which is the highest price I'm willing to pay. If you're not willing to meet me at this price, I'll have to consider buying the product from John for $100.",140.0,Bob,10,,
,,Alice,10,RejectOffer,
