alice_gain,bob_gain,message,player,round,decision
800000.0,200000.0,"Let's start with a fair split, I'll give you a decent amount to get us started.",Alice,1,
,,,Bob,1,reject
100000.0,900000.0,"You're being too generous, I'll take the majority this time.",Bob,2,
,,,Alice,2,reject
600000.0,400000.0,"You want the majority? I'll give you a smaller share, but I'm not going to get taken advantage of.",Alice,3,
,,,Bob,3,reject
300000.0,700000.0,"You're not going to get the better deal, I'm taking more this time.",Bob,4,
,,,Alice,4,reject
550000.0,450000.0,"I'm not backing down, I'll give you a decent share, but I'm not giving you the majority.",Alice,5,
,,,Bob,5,reject
450000.0,550000.0,"I'm not giving up, I'll take the majority now.",Bob,6,
,,,Alice,6,reject
500000.0,500000.0,"I'm not giving you the majority, let's split it 50/50 to get this over with.",Alice,7,
,,,Bob,7,accept
