message,product_price,player,round,decision,new_price
I have a great product that I think you'll love. I'm willing to let it go for $120.,120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I appreciate your offer, but I think we can find a better price. How about $100?",100.0,Bob,2,,
,,Alice,2,RejectOffer,130.0
"I can see you're interested in the product, but I need to make a profit. I can do $110, but that's as low as I can go.",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"Considering your last offer, I think we can negotiate further. How about $105?",105.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"I'm starting to think we're getting close to a deal. I can do $112.50, but that's my final offer on this price point.",112.5,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to negotiate. Considering the value of the product, how about $110?",110.0,Bob,6,,
,,Alice,6,RejectOffer,115.0
"I'm not budging much further on the price. I can do $113, but that's as low as I'm willing to go.",113.0,Alice,7,,
,,Bob,7,RejectOffer,
"Considering the value of the product and our previous discussions, I believe $112 would be a fair price. Let me know if this works for you.",112.0,Bob,8,,
,,Alice,8,RejectOffer,114.0
"I'm starting to think we're getting too close to the minimum I'm willing to accept. I can do $114, but that's it.",114.0,Alice,9,,
,,Bob,9,RejectOffer,
"I understand your position, but based on the value I see in the product, I think $113 would be a fair price. I hope we can agree on this.",113.0,Bob,10,,
,,Alice,10,RejectOffer,0.0
